;5 iteraciones; 10 iteraciones; 20 iteraciones; 30 iteraciones; 50 iteraciones; 100 iteraciones;150 iteraciones;200 iteraciones;300 iteraciones;500 iteraciones
;2.02518;2.02808;2.01932;2.02382;2.01644;2.0135;2.01443;2.013446667;2,01351;2,01351;2,013265
